report_month,program,years_on_list_bucket,individuals,percent_of_program_total,source_file
2025-05-01,CLASS,8–9,5857,0.0620951,interest-list-data-may-2025.xlsx
2025-05-01,CLASS,9–10,5391,0.0571547,interest-list-data-may-2025.xlsx
2025-05-01,DBMD,0–1,717,0.3316374,interest-list-data-may-2025.xlsx
2025-05-01,DBMD,1–2,565,0.2613321,interest-list-data-may-2025.xlsx
2025-05-01,DBMD,2–3,359,0.16605,interest-list-data-may-2025.xlsx
2025-05-01,DBMD,3–4,268,0.1239593,interest-list-data-may-2025.xlsx
2025-05-01,DBMD,4–5,239,0.1105458,interest-list-data-may-2025.xlsx
2025-05-01,DBMD,5–6,14,0.0064755,interest-list-data-may-2025.xlsx
2025-05-01,HCS,0–1,8005,0.0634477,interest-list-data-may-2025.xlsx
2025-05-01,HCS,10–11,6823,0.0540791,interest-list-data-may-2025.xlsx
2025-05-01,HCS,11–12,6452,0.0511386,interest-list-data-may-2025.xlsx
2025-05-01,HCS,12–13,7413,0.0587555,interest-list-data-may-2025.xlsx
2025-05-01,HCS,13–14,7459,0.0591201,interest-list-data-may-2025.xlsx
2025-05-01,HCS,14–15,7743,0.061371,interest-list-data-may-2025.xlsx
2025-05-01,HCS,15–16,7448,0.0590329,interest-list-data-may-2025.xlsx
2025-05-01,HCS,16–17,5507,0.0436485,interest-list-data-may-2025.xlsx
2025-05-01,HCS,1–2,8540,0.0676881,interest-list-data-may-2025.xlsx
2025-05-01,HCS,2–3,7649,0.060626,interest-list-data-may-2025.xlsx
2025-05-01,HCS,3–4,6551,0.0519232,interest-list-data-may-2025.xlsx
2025-05-01,HCS,4–5,6207,0.0491967,interest-list-data-may-2025.xlsx
2025-05-01,HCS,5–6,7450,0.0590487,interest-list-data-may-2025.xlsx
2025-05-01,HCS,6–7,8223,0.0651755,interest-list-data-may-2025.xlsx
2025-05-01,HCS,7–8,8238,0.0652944,interest-list-data-may-2025.xlsx
2025-05-01,HCS,8–9,8354,0.0662138,interest-list-data-may-2025.xlsx
2025-05-01,HCS,9–10,8105,0.0642403,interest-list-data-may-2025.xlsx
2025-05-01,MDCP,0–1,3826,0.5471185,interest-list-data-may-2025.xlsx
2025-05-01,MDCP,1–2,2770,0.3961104,interest-list-data-may-2025.xlsx
2025-05-01,MDCP,2–3,396,0.0566281,interest-list-data-may-2025.xlsx
2025-05-01,MDCP,7–8,1,0.000143,interest-list-data-may-2025.xlsx
2025-05-01,STAR_PLUS_HCBS,0–1,8733,0.9909225,interest-list-data-may-2025.xlsx
2025-05-01,STAR_PLUS_HCBS,1–2,34,0.0038579,interest-list-data-may-2025.xlsx
2025-05-01,STAR_PLUS_HCBS,2–3,46,0.0052196,interest-list-data-may-2025.xlsx
2025-05-01,TXHML,0–1,7827,0.0683265,interest-list-data-may-2025.xlsx
2025-05-01,TXHML,10–11,6605,0.0576589,interest-list-data-may-2025.xlsx
2025-05-01,TXHML,11–12,6636,0.0579295,interest-list-data-may-2025.xlsx
2025-05-01,TXHML,12–13,7536,0.0657861,interest-list-data-may-2025.xlsx
2025-05-01,TXHML,13–14,7467,0.0651838,interest-list-data-may-2025.xlsx
2025-05-01,TXHML,14–15,7624,0.0665543,interest-list-data-may-2025.xlsx
2025-05-01,TXHML,15–16,656,0.0057266,interest-list-data-may-2025.xlsx
2025-05-01,TXHML,1–2,8530,0.0744633,interest-list-data-may-2025.xlsx
2025-05-01,TXHML,2–3,7623,0.0665456,interest-list-data-may-2025.xlsx
2025-05-01,TXHML,3–4,6569,0.0573446,interest-list-data-may-2025.xlsx
2025-05-01,TXHML,4–5,6256,0.0546123,interest-list-data-may-2025.xlsx
2025-05-01,TXHML,5–6,7594,0.0662925,interest-list-data-may-2025.xlsx
2025-05-01,TXHML,6–7,8409,0.0734071,interest-list-data-may-2025.xlsx
2025-05-01,TXHML,7–8,8452,0.0737824,interest-list-data-may-2025.xlsx
2025-05-01,TXHML,8–9,8571,0.0748213,interest-list-data-may-2025.xlsx
2025-05-01,TXHML,9–10,8198,0.0715651,interest-list-data-may-2025.xlsx
2025-06-01,CLASS,0–1,7115,0.0749594,interest-list-data-june-2025.xlsx
2025-06-01,CLASS,10–11,4564,0.0480836,interest-list-data-june-2025.xlsx
2025-06-01,CLASS,11–12,4669,0.0491898,interest-list-data-june-2025.xlsx
2025-06-01,CLASS,12–13,4873,0.0513391,interest-list-data-june-2025.xlsx
2025-06-01,CLASS,13–14,5372,0.0565962,interest-list-data-june-2025.xlsx
2025-06-01,CLASS,14–15,6615,0.0696917,interest-list-data-june-2025.xlsx
2025-06-01,CLASS,15–16,6167,0.0649719,interest-list-data-june-2025.xlsx
2025-06-01,CLASS,16–17,5525,0.0582081,interest-list-data-june-2025.xlsx
2025-06-01,CLASS,17–18,175,0.0018437,interest-list-data-june-2025.xlsx
2025-06-01,CLASS,1–2,6398,0.0674056,interest-list-data-june-2025.xlsx
2025-06-01,CLASS,2–3,5592,0.058914,interest-list-data-june-2025.xlsx
2025-06-01,CLASS,3–4,5098,0.0537095,interest-list-data-june-2025.xlsx
2025-06-01,CLASS,4–5,4276,0.0450494,interest-list-data-june-2025.xlsx
2025-06-01,CLASS,5–6,5163,0.0543943,interest-list-data-june-2025.xlsx
2025-06-01,CLASS,6–7,5770,0.0607893,interest-list-data-june-2025.xlsx
2025-06-01,CLASS,7–8,6184,0.065151,interest-list-data-june-2025.xlsx
2025-06-01,CLASS,8–9,5839,0.0615163,interest-list-data-june-2025.xlsx
2025-06-01,CLASS,9–10,5523,0.0581871,interest-list-data-june-2025.xlsx
2025-06-01,DBMD,0–1,726,0.3261456,interest-list-data-june-2025.xlsx
2025-06-01,DBMD,1–2,591,0.2654987,interest-list-data-june-2025.xlsx
2025-06-01,DBMD,2–3,354,0.1590296,interest-list-data-june-2025.xlsx
2025-06-01,DBMD,3–4,285,0.1280323,interest-list-data-june-2025.xlsx
2025-06-01,DBMD,4–5,246,0.1105121,interest-list-data-june-2025.xlsx
2025-06-01,DBMD,5–6,24,0.0107817,interest-list-data-june-2025.xlsx
2025-06-01,HCS,0–1,8130,0.0640677,interest-list-data-june-2025.xlsx
2025-06-01,HCS,10–11,6981,0.0550131,interest-list-data-june-2025.xlsx
2025-06-01,HCS,11–12,6495,0.0511832,interest-list-data-june-2025.xlsx
2025-06-01,HCS,12–13,7259,0.0572039,interest-list-data-june-2025.xlsx
2025-06-01,HCS,13–14,7484,0.058977,interest-list-data-june-2025.xlsx
2025-06-01,HCS,14–15,7629,0.0601196,interest-list-data-june-2025.xlsx
2025-06-01,HCS,15–16,7561,0.0595838,interest-list-data-june-2025.xlsx
2025-06-01,HCS,16–17,6069,0.0478262,interest-list-data-june-2025.xlsx
2025-06-01,HCS,17–18,32,0.0002522,interest-list-data-june-2025.xlsx
2025-06-01,HCS,1–2,8649,0.0681576,interest-list-data-june-2025.xlsx
2025-06-01,HCS,2–3,7625,0.0600881,interest-list-data-june-2025.xlsx
2025-06-01,HCS,3–4,6665,0.0525229,interest-list-data-june-2025.xlsx
2025-06-01,HCS,4–5,6232,0.0491107,interest-list-data-june-2025.xlsx
2025-06-01,HCS,5–6,7240,0.0570541,interest-list-data-june-2025.xlsx
2025-06-01,HCS,6–7,8210,0.0646981,interest-list-data-june-2025.xlsx
2025-06-01,HCS,7–8,8275,0.0652104,interest-list-data-june-2025.xlsx
2025-06-01,HCS,8–9,8240,0.0649346,interest-list-data-june-2025.xlsx
2025-06-01,HCS,9–10,8121,0.0639968,interest-list-data-june-2025.xlsx
2025-06-01,MDCP,0–1,3828,0.5248149,interest-list-data-june-2025.xlsx
2025-06-01,MDCP,1–2,2920,0.400329,interest-list-data-june-2025.xlsx
2025-06-01,MDCP,2–3,545,0.0747189,interest-list-data-june-2025.xlsx
2025-06-01,MDCP,7–8,1,0.0001371,interest-list-data-june-2025.xlsx
2025-06-01,STAR_PLUS_HCBS,0–1,10973,0.9863371,interest-list-data-june-2025.xlsx
2025-06-01,STAR_PLUS_HCBS,1–2,85,0.0076404,interest-list-data-june-2025.xlsx
2025-06-01,STAR_PLUS_HCBS,2–3,67,0.0060225,interest-list-data-june-2025.xlsx
2025-06-01,TXHML,0–1,7959,0.069025,interest-list-data-june-2025.xlsx
2025-06-01,TXHML,10–11,6734,0.0584011,interest-list-data-june-2025.xlsx
2025-06-01,TXHML,11–12,6676,0.0578981,interest-list-data-june-2025.xlsx
2025-06-01,TXHML,12–13,7390,0.0640903,interest-list-data-june-2025.xlsx
2025-06-01,TXHML,13–14,7511,0.0651397,interest-list-data-june-2025.xlsx
2025-06-01,TXHML,14–15,7524,0.0652525,interest-list-data-june-2025.xlsx
2025-06-01,TXHML,15–16,1355,0.0117513,interest-list-data-june-2025.xlsx
2025-06-01,TXHML,1–2,8632,0.0748617,interest-list-data-june-2025.xlsx
2025-06-01,TXHML,2–3,7599,0.0659029,interest-list-data-june-2025.xlsx
2025-06-01,TXHML,3–4,6683,0.0579588,interest-list-data-june-2025.xlsx
2025-06-01,TXHML,4–5,6279,0.0544551,interest-list-data-june-2025.xlsx
2025-06-01,TXHML,5–6,7381,0.0640123,interest-list-data-june-2025.xlsx
2025-06-01,TXHML,6–7,8386,0.0727282,interest-list-data-june-2025.xlsx
2025-06-01,TXHML,7–8,8497,0.0736909,interest-list-data-june-2025.xlsx
2025-06-01,TXHML,8–9,8458,0.0733526,interest-list-data-june-2025.xlsx
2025-06-01,TXHML,9–10,8242,0.0714794,interest-list-data-june-2025.xlsx
2025-07-01,CLASS,0–1,7242,0.0758333,interest-list-data-july-2025.xlsx
2025-07-01,CLASS,10–11,4606,0.0482309,interest-list-data-july-2025.xlsx
2025-07-01,CLASS,11–12,4642,0.0486078,interest-list-data-july-2025.xlsx
2025-07-01,CLASS,12–13,4909,0.0514037,interest-list-data-july-2025.xlsx
2025-07-01,CLASS,13–14,5298,0.055477,interest-list-data-july-2025.xlsx
2025-07-01,CLASS,14–15,6469,0.0677389,interest-list-data-july-2025.xlsx
2025-07-01,CLASS,15–16,6261,0.0655609,interest-list-data-july-2025.xlsx
2025-07-01,CLASS,16–17,5574,0.0583671,interest-list-data-july-2025.xlsx
2025-07-01,CLASS,17–18,600,0.0062828,interest-list-data-july-2025.xlsx
2025-07-01,CLASS,1–2,6484,0.067896,interest-list-data-july-2025.xlsx
2025-07-01,CLASS,2–3,5557,0.0581891,interest-list-data-july-2025.xlsx
2025-07-01,CLASS,3–4,5131,0.0537283,interest-list-data-july-2025.xlsx
2025-07-01,CLASS,4–5,4367,0.0457282,interest-list-data-july-2025.xlsx
2025-07-01,CLASS,5–6,4958,0.0519168,interest-list-data-july-2025.xlsx
2025-07-01,CLASS,6–7,5852,0.0612781,interest-list-data-july-2025.xlsx
2025-07-01,CLASS,7–8,6143,0.0643253,interest-list-data-july-2025.xlsx
2025-07-01,CLASS,8–9,5919,0.0619797,interest-list-data-july-2025.xlsx
2025-07-01,CLASS,9–10,5487,0.0574561,interest-list-data-july-2025.xlsx
2025-07-01,DBMD,0–1,726,0.3195423,interest-list-data-july-2025.xlsx
2025-07-01,DBMD,1–2,595,0.2618838,interest-list-data-july-2025.xlsx
2025-07-01,DBMD,2–3,371,0.1632923,interest-list-data-july-2025.xlsx
2025-07-01,DBMD,3–4,283,0.1245599,interest-list-data-july-2025.xlsx
2025-07-01,DBMD,4–5,257,0.1131162,interest-list-data-july-2025.xlsx
2025-07-01,DBMD,5–6,40,0.0176056,interest-list-data-july-2025.xlsx
2025-07-01,HCS,0–1,8161,0.064034,interest-list-data-july-2025.xlsx
2025-07-01,HCS,10–11,7091,0.0556384,interest-list-data-july-2025.xlsx
2025-07-01,HCS,11–12,6436,0.050499,interest-list-data-july-2025.xlsx
2025-07-01,HCS,12–13,7176,0.0563053,interest-list-data-july-2025.xlsx
2025-07-01,HCS,13–14,7575,0.059436,interest-list-data-july-2025.xlsx
2025-07-01,HCS,14–15,7563,0.0593418,interest-list-data-july-2025.xlsx
2025-07-01,HCS,15–16,7573,0.0594203,interest-list-data-july-2025.xlsx
2025-07-01,HCS,16–17,6210,0.0487258,interest-list-data-july-2025.xlsx
2025-07-01,HCS,17–18,437,0.0034288,interest-list-data-july-2025.xlsx
2025-07-01,HCS,1–2,8697,0.0682396,interest-list-data-july-2025.xlsx
2025-07-01,HCS,2–3,7649,0.0600166,interest-list-data-july-2025.xlsx
2025-07-01,HCS,3–4,6755,0.053002,interest-list-data-july-2025.xlsx
2025-07-01,HCS,4–5,6225,0.0488434,interest-list-data-july-2025.xlsx
2025-07-01,HCS,5–6,7028,0.0551441,interest-list-data-july-2025.xlsx
2025-07-01,HCS,6–7,8249,0.0647244,interest-list-data-july-2025.xlsx
2025-07-01,HCS,7–8,8322,0.0652972,interest-list-data-july-2025.xlsx
2025-07-01,HCS,8–9,8277,0.0649441,interest-list-data-july-2025.xlsx
2025-07-01,HCS,9–10,8024,0.062959,interest-list-data-july-2025.xlsx
2025-07-01,MDCP,0–1,3788,0.4992093,interest-list-data-july-2025.xlsx
2025-07-01,MDCP,1–2,3059,0.4031365,interest-list-data-july-2025.xlsx
2025-07-01,MDCP,2–3,740,0.0975224,interest-list-data-july-2025.xlsx
2025-07-01,MDCP,7–8,1,0.0001318,interest-list-data-july-2025.xlsx
2025-07-01,STAR_PLUS_HCBS,0–1,13252,0.9880704,interest-list-data-july-2025.xlsx
2025-07-01,STAR_PLUS_HCBS,1–2,85,0.0063376,interest-list-data-july-2025.xlsx
2025-07-01,STAR_PLUS_HCBS,2–3,75,0.005592,interest-list-data-july-2025.xlsx
2025-07-01,TXHML,0–1,7978,0.0688435,interest-list-data-july-2025.xlsx
2025-07-01,TXHML,10–11,6823,0.0588768,interest-list-data-july-2025.xlsx
2025-07-01,TXHML,11–12,6616,0.0570906,interest-list-data-july-2025.xlsx
2025-07-01,TXHML,12–13,7309,0.0630706,interest-list-data-july-2025.xlsx
2025-07-01,TXHML,13–14,7609,0.0656594,interest-list-data-july-2025.xlsx
2025-07-01,TXHML,14–15,7480,0.0645462,interest-list-data-july-2025.xlsx
2025-07-01,TXHML,15–16,1920,0.016568,interest-list-data-july-2025.xlsx
2025-07-01,TXHML,16–17,1,8.6e-06,interest-list-data-july-2025.xlsx
2025-07-01,TXHML,1–2,8689,0.0749789,interest-list-data-july-2025.xlsx
2025-07-01,TXHML,2–3,7627,0.0658147,interest-list-data-july-2025.xlsx
2025-07-01,TXHML,3–4,6767,0.0583936,interest-list-data-july-2025.xlsx
2025-07-01,TXHML,4–5,6262,0.0540359,interest-list-data-july-2025.xlsx
2025-07-01,TXHML,5–6,7167,0.0618453,interest-list-data-july-2025.xlsx
2025-07-01,TXHML,6–7,8437,0.0728043,interest-list-data-july-2025.xlsx
2025-07-01,TXHML,7–8,8528,0.0735896,interest-list-data-july-2025.xlsx
2025-07-01,TXHML,8–9,8504,0.0733825,interest-list-data-july-2025.xlsx
2025-07-01,TXHML,9–10,8169,0.0704917,interest-list-data-july-2025.xlsx
2025-08-01,CLASS,0–1,7394,0.0768511,interest-list-data-aug-2025.xlsx
2025-08-01,CLASS,10–11,4653,0.048362,interest-list-data-aug-2025.xlsx
2025-08-01,CLASS,11–12,4607,0.0478838,interest-list-data-aug-2025.xlsx
2025-08-01,CLASS,12–13,4858,0.0504927,interest-list-data-aug-2025.xlsx
2025-08-01,CLASS,13–14,5210,0.0541512,interest-list-data-aug-2025.xlsx
2025-08-01,CLASS,14–15,6457,0.0671122,interest-list-data-aug-2025.xlsx
2025-08-01,CLASS,15–16,6371,0.0662184,interest-list-data-aug-2025.xlsx
2025-08-01,CLASS,16–17,5593,0.058132,interest-list-data-aug-2025.xlsx
2025-08-01,CLASS,17–18,989,0.0102794,interest-list-data-aug-2025.xlsx
2025-08-01,CLASS,1–2,6533,0.0679021,interest-list-data-aug-2025.xlsx
2025-08-01,CLASS,2–3,5602,0.0582256,interest-list-data-aug-2025.xlsx
2025-08-01,CLASS,3–4,5215,0.0542032,interest-list-data-aug-2025.xlsx
2025-08-01,CLASS,4–5,4476,0.0465223,interest-list-data-aug-2025.xlsx
2025-08-01,CLASS,5–6,4711,0.0489648,interest-list-data-aug-2025.xlsx
2025-08-01,CLASS,6–7,5935,0.0616867,interest-list-data-aug-2025.xlsx
2025-08-01,CLASS,7–8,6016,0.0625286,interest-list-data-aug-2025.xlsx
2025-08-01,CLASS,8–9,6014,0.0625078,interest-list-data-aug-2025.xlsx
2025-08-01,CLASS,9–10,5578,0.0579761,interest-list-data-aug-2025.xlsx
2025-08-01,DBMD,0–1,723,0.3111015,interest-list-data-aug-2025.xlsx
2025-08-01,DBMD,1–2,603,0.2594664,interest-list-data-aug-2025.xlsx
2025-08-01,DBMD,2–3,396,0.1703959,interest-list-data-aug-2025.xlsx
2025-08-01,DBMD,3–4,289,0.1243546,interest-list-data-aug-2025.xlsx
2025-08-01,DBMD,4–5,250,0.1075731,interest-list-data-aug-2025.xlsx
2025-08-01,DBMD,5–6,63,0.0271084,interest-list-data-aug-2025.xlsx
2025-08-01,HCS,0–1,8303,0.064811,interest-list-data-aug-2025.xlsx
2025-08-01,HCS,10–11,7179,0.0560373,interest-list-data-aug-2025.xlsx
2025-08-01,HCS,11–12,6451,0.0503548,interest-list-data-aug-2025.xlsx
2025-08-01,HCS,12–13,6982,0.0544996,interest-list-data-aug-2025.xlsx
2025-08-01,HCS,13–14,7652,0.0597295,interest-list-data-aug-2025.xlsx
2025-08-01,HCS,14–15,7517,0.0586757,interest-list-data-aug-2025.xlsx
2025-08-01,HCS,15–16,7614,0.0594328,interest-list-data-aug-2025.xlsx
2025-08-01,HCS,16–17,6359,0.0496366,interest-list-data-aug-2025.xlsx
2025-08-01,HCS,17–18,829,0.006471,interest-list-data-aug-2025.xlsx
2025-08-01,HCS,1–2,8677,0.0677303,interest-list-data-aug-2025.xlsx
2025-08-01,HCS,2–3,7693,0.0600495,interest-list-data-aug-2025.xlsx
2025-08-01,HCS,3–4,6889,0.0537737,interest-list-data-aug-2025.xlsx
2025-08-01,HCS,4–5,6258,0.0488483,interest-list-data-aug-2025.xlsx
2025-08-01,HCS,5–6,6840,0.0533912,interest-list-data-aug-2025.xlsx
2025-08-01,HCS,6–7,8191,0.0639367,interest-list-data-aug-2025.xlsx
2025-08-01,HCS,7–8,8325,0.0649827,interest-list-data-aug-2025.xlsx
2025-08-01,HCS,8–9,8219,0.0641553,interest-list-data-aug-2025.xlsx
2025-08-01,HCS,9–10,8133,0.063484,interest-list-data-aug-2025.xlsx
2025-08-01,MDCP,0–1,3716,0.471873,interest-list-data-aug-2025.xlsx
2025-08-01,MDCP,1–2,3194,0.4055873,interest-list-data-aug-2025.xlsx
2025-08-01,MDCP,2–3,963,0.1222857,interest-list-data-aug-2025.xlsx
2025-08-01,MDCP,5–6,1,0.000127,interest-list-data-aug-2025.xlsx
2025-08-01,MDCP,7–8,1,0.000127,interest-list-data-aug-2025.xlsx
2025-08-01,STAR_PLUS_HCBS,0–1,15585,0.9933712,interest-list-data-aug-2025.xlsx
2025-08-01,STAR_PLUS_HCBS,1–2,48,0.0030595,interest-list-data-aug-2025.xlsx
2025-08-01,STAR_PLUS_HCBS,2–3,56,0.0035694,interest-list-data-aug-2025.xlsx
2025-08-01,TXHML,0–1,8123,0.0696948,interest-list-data-aug-2025.xlsx
2025-08-01,TXHML,10–11,6876,0.0589956,interest-list-data-aug-2025.xlsx
2025-08-01,TXHML,11–12,6616,0.0567648,interest-list-data-aug-2025.xlsx
2025-08-01,TXHML,12–13,7122,0.0611063,interest-list-data-aug-2025.xlsx
2025-08-01,TXHML,13–14,7690,0.0659797,interest-list-data-aug-2025.xlsx
2025-08-01,TXHML,14–15,7455,0.0639634,interest-list-data-aug-2025.xlsx
2025-08-01,TXHML,15–16,2494,0.0213984,interest-list-data-aug-2025.xlsx
2025-08-01,TXHML,16–17,1,8.6e-06,interest-list-data-aug-2025.xlsx
2025-08-01,TXHML,1–2,8671,0.0743966,interest-list-data-aug-2025.xlsx
2025-08-01,TXHML,2–3,7657,0.0656966,interest-list-data-aug-2025.xlsx
2025-08-01,TXHML,3–4,6921,0.0593817,interest-list-data-aug-2025.xlsx
2025-08-01,TXHML,4–5,6280,0.053882,interest-list-data-aug-2025.xlsx
2025-08-01,TXHML,5–6,6970,0.0598021,interest-list-data-aug-2025.xlsx
2025-08-01,TXHML,6–7,8378,0.0718827,interest-list-data-aug-2025.xlsx
2025-08-01,TXHML,7–8,8535,0.0732297,interest-list-data-aug-2025.xlsx
2025-08-01,TXHML,8–9,8426,0.0722945,interest-list-data-aug-2025.xlsx
2025-08-01,TXHML,9–10,8336,0.0715223,interest-list-data-aug-2025.xlsx
2025-09-01,CLASS,0–1,7548,0.0783264,interest-list-data-sept-2025.xlsx
2025-09-01,CLASS,10–11,4730,0.0490837,interest-list-data-sept-2025.xlsx
2025-09-01,CLASS,11–12,4596,0.0476932,interest-list-data-sept-2025.xlsx
2025-09-01,CLASS,12–13,4829,0.050111,interest-list-data-sept-2025.xlsx
2025-09-01,CLASS,13–14,5175,0.0537015,interest-list-data-sept-2025.xlsx
2025-09-01,CLASS,14–15,6331,0.0656974,interest-list-data-sept-2025.xlsx
2025-09-01,CLASS,15–16,6444,0.0668701,interest-list-data-sept-2025.xlsx
2025-09-01,CLASS,16–17,5659,0.058724,interest-list-data-sept-2025.xlsx
2025-09-01,CLASS,17–18,877,0.0091007,interest-list-data-sept-2025.xlsx
2025-09-01,CLASS,1–2,6542,0.067887,interest-list-data-sept-2025.xlsx
2025-09-01,CLASS,2–3,5666,0.0587967,interest-list-data-sept-2025.xlsx
2025-09-01,CLASS,3–4,5287,0.0548637,interest-list-data-sept-2025.xlsx
2025-09-01,CLASS,4–5,4537,0.0470809,interest-list-data-sept-2025.xlsx
2025-09-01,CLASS,5–6,4527,0.0469771,interest-list-data-sept-2025.xlsx
2025-09-01,CLASS,6–7,6018,0.0624494,interest-list-data-sept-2025.xlsx
2025-09-01,CLASS,7–8,5940,0.06164,interest-list-data-sept-2025.xlsx
2025-09-01,CLASS,8–9,6071,0.0629994,interest-list-data-sept-2025.xlsx
2025-09-01,CLASS,9–10,5589,0.0579976,interest-list-data-sept-2025.xlsx
2025-09-01,DBMD,0–1,707,0.3031732,interest-list-data-sept-2025.xlsx
2025-09-01,DBMD,15–16,1,0.0004288,interest-list-data-sept-2025.xlsx
2025-09-01,DBMD,1–2,594,0.254717,interest-list-data-sept-2025.xlsx
2025-09-01,DBMD,2–3,432,0.1852487,interest-list-data-sept-2025.xlsx
2025-09-01,DBMD,3–4,296,0.1269297,interest-list-data-sept-2025.xlsx
2025-09-01,DBMD,4–5,239,0.1024871,interest-list-data-sept-2025.xlsx
2025-09-01,DBMD,5–6,63,0.0270154,interest-list-data-sept-2025.xlsx
2025-09-01,HCS,0–1,8228,0.0640805,interest-list-data-sept-2025.xlsx
2025-09-01,HCS,10–11,7256,0.0565105,interest-list-data-sept-2025.xlsx
2025-09-01,HCS,11–12,6487,0.0505214,interest-list-data-sept-2025.xlsx
2025-09-01,HCS,12–13,6915,0.0538547,interest-list-data-sept-2025.xlsx
2025-09-01,HCS,13–14,7560,0.058878,interest-list-data-sept-2025.xlsx
2025-09-01,HCS,14–15,7483,0.0582784,interest-list-data-sept-2025.xlsx
2025-09-01,HCS,15–16,7699,0.0599606,interest-list-data-sept-2025.xlsx
2025-09-01,HCS,16–17,6536,0.050903,interest-list-data-sept-2025.xlsx
2025-09-01,HCS,17–18,982,0.0076479,interest-list-data-sept-2025.xlsx
2025-09-01,HCS,1–2,8647,0.0673437,interest-list-data-sept-2025.xlsx
2025-09-01,HCS,2–3,7802,0.0607628,interest-list-data-sept-2025.xlsx
2025-09-01,HCS,3–4,6953,0.0541507,interest-list-data-sept-2025.xlsx
2025-09-01,HCS,4–5,6234,0.048551,interest-list-data-sept-2025.xlsx
2025-09-01,HCS,5–6,6730,0.0524139,interest-list-data-sept-2025.xlsx
2025-09-01,HCS,6–7,8205,0.0639014,interest-list-data-sept-2025.xlsx
2025-09-01,HCS,7–8,8270,0.0644076,interest-list-data-sept-2025.xlsx
2025-09-01,HCS,8–9,8206,0.0639092,interest-list-data-sept-2025.xlsx
2025-09-01,HCS,9–10,8208,0.0639247,interest-list-data-sept-2025.xlsx
2025-09-01,MDCP,0–1,3732,0.4855582,interest-list-data-sept-2025.xlsx
2025-09-01,MDCP,1–2,3236,0.4210252,interest-list-data-sept-2025.xlsx
2025-09-01,MDCP,2–3,717,0.0932865,interest-list-data-sept-2025.xlsx
2025-09-01,MDCP,7–8,1,0.0001301,interest-list-data-sept-2025.xlsx
2025-09-01,STAR_PLUS_HCBS,0–1,15605,0.9998078,interest-list-data-sept-2025.xlsx
2025-09-01,STAR_PLUS_HCBS,1–2,3,0.0001922,interest-list-data-sept-2025.xlsx
2025-09-01,TXHML,0–1,8056,0.0690276,interest-list-data-sept-2025.xlsx
2025-09-01,TXHML,10–11,6955,0.0595937,interest-list-data-sept-2025.xlsx
2025-09-01,TXHML,11–12,6649,0.0569717,interest-list-data-sept-2025.xlsx
2025-09-01,TXHML,12–13,7090,0.0607504,interest-list-data-sept-2025.xlsx
2025-09-01,TXHML,13–14,7593,0.0650604,interest-list-data-sept-2025.xlsx
2025-09-01,TXHML,14–15,7457,0.0638951,interest-list-data-sept-2025.xlsx
2025-09-01,TXHML,15–16,2675,0.0229206,interest-list-data-sept-2025.xlsx
2025-09-01,TXHML,1–2,8645,0.0740744,interest-list-data-sept-2025.xlsx
2025-09-01,TXHML,2–3,7773,0.0666027,interest-list-data-sept-2025.xlsx
2025-09-01,TXHML,3–4,6975,0.0597651,interest-list-data-sept-2025.xlsx
2025-09-01,TXHML,4–5,6262,0.0536557,interest-list-data-sept-2025.xlsx
2025-09-01,TXHML,5–6,6852,0.0587111,interest-list-data-sept-2025.xlsx
2025-09-01,TXHML,6–7,8403,0.0720008,interest-list-data-sept-2025.xlsx
2025-09-01,TXHML,7–8,8485,0.0727034,interest-list-data-sept-2025.xlsx
2025-09-01,TXHML,8–9,8423,0.0721722,interest-list-data-sept-2025.xlsx
2025-09-01,TXHML,9–10,8414,0.0720951,interest-list-data-sept-2025.xlsx
2025-10-01,CLASS,0–1,7510,0.0778852,interest-list-data-oct-2025.xlsx
2025-10-01,CLASS,10–11,4832,0.050112,interest-list-data-oct-2025.xlsx
2025-10-01,CLASS,11–12,4560,0.0472911,interest-list-data-oct-2025.xlsx
2025-10-01,CLASS,12–13,4788,0.0496557,interest-list-data-oct-2025.xlsx
2025-10-01,CLASS,13–14,5224,0.0541774,interest-list-data-oct-2025.xlsx
2025-10-01,CLASS,14–15,6150,0.0637808,interest-list-data-oct-2025.xlsx
2025-10-01,CLASS,15–16,6506,0.0674728,interest-list-data-oct-2025.xlsx
2025-10-01,CLASS,16–17,5635,0.0584398,interest-list-data-oct-2025.xlsx
2025-10-01,CLASS,17–18,892,0.0092508,interest-list-data-oct-2025.xlsx
2025-10-01,CLASS,1–2,6718,0.0696715,interest-list-data-oct-2025.xlsx
2025-10-01,CLASS,2–3,5710,0.0592176,interest-list-data-oct-2025.xlsx
2025-10-01,CLASS,3–4,5288,0.0548411,interest-list-data-oct-2025.xlsx
2025-10-01,CLASS,4–5,4668,0.0484112,interest-list-data-oct-2025.xlsx
2025-10-01,CLASS,5–6,4273,0.0443147,interest-list-data-oct-2025.xlsx
2025-10-01,CLASS,6–7,6071,0.0629615,interest-list-data-oct-2025.xlsx
2025-10-01,CLASS,7–8,5917,0.0613644,interest-list-data-oct-2025.xlsx
2025-10-01,CLASS,8–9,6175,0.0640401,interest-list-data-oct-2025.xlsx
2025-10-01,CLASS,9–10,5507,0.0571123,interest-list-data-oct-2025.xlsx
2025-10-01,DBMD,0–1,668,0.28474,interest-list-data-oct-2025.xlsx
