report_month,program,years_on_list_bucket,individuals,percent_of_program_total,source_file
2024-06-01,STAR_PLUS_HCBS,0–1,5107,0.9506701,interest-list-data-june-2024.xlsx
2024-06-01,STAR_PLUS_HCBS,1–2,258,0.0480268,interest-list-data-june-2024.xlsx
2024-06-01,STAR_PLUS_HCBS,2–3,7,0.0013031,interest-list-data-june-2024.xlsx
2024-06-01,TXHML,0–1,8474,0.0756465,interest-list-data-june-2024.xlsx
2024-06-01,TXHML,10–11,6771,0.060444,interest-list-data-june-2024.xlsx
2024-06-01,TXHML,11–12,7497,0.066925,interest-list-data-june-2024.xlsx
2024-06-01,TXHML,12–13,7599,0.0678355,interest-list-data-june-2024.xlsx
2024-06-01,TXHML,13–14,7638,0.0681836,interest-list-data-june-2024.xlsx
2024-06-01,TXHML,14–15,4913,0.0438578,interest-list-data-june-2024.xlsx
2024-06-01,TXHML,1–2,7725,0.0689603,interest-list-data-june-2024.xlsx
2024-06-01,TXHML,2–3,6675,0.059587,interest-list-data-june-2024.xlsx
2024-06-01,TXHML,3–4,6329,0.0564983,interest-list-data-june-2024.xlsx
2024-06-01,TXHML,4–5,7483,0.0668,interest-list-data-june-2024.xlsx
2024-06-01,TXHML,5–6,8524,0.0760929,interest-list-data-june-2024.xlsx
2024-06-01,TXHML,6–7,8601,0.0767802,interest-list-data-june-2024.xlsx
2024-06-01,TXHML,7–8,8591,0.076691,interest-list-data-june-2024.xlsx
2024-06-01,TXHML,8–9,8367,0.0746914,interest-list-data-june-2024.xlsx
2024-06-01,TXHML,9–10,6834,0.0610064,interest-list-data-june-2024.xlsx
2024-07-01,CLASS,0–1,6505,0.0723445,interest-list-data-july-2024.xlsx
2024-07-01,CLASS,10–11,4647,0.051681,interest-list-data-july-2024.xlsx
2024-07-01,CLASS,11–12,4930,0.0548283,interest-list-data-july-2024.xlsx
2024-07-01,CLASS,12–13,5316,0.0591212,interest-list-data-july-2024.xlsx
2024-07-01,CLASS,13–14,6489,0.0721666,interest-list-data-july-2024.xlsx
2024-07-01,CLASS,14–15,6290,0.0699534,interest-list-data-july-2024.xlsx
2024-07-01,CLASS,15–16,5602,0.0623019,interest-list-data-july-2024.xlsx
2024-07-01,CLASS,16–17,1923,0.0213864,interest-list-data-july-2024.xlsx
2024-07-01,CLASS,17–18,3,3.34e-05,interest-list-data-july-2024.xlsx
2024-07-01,CLASS,1–2,5605,0.0623353,interest-list-data-july-2024.xlsx
2024-07-01,CLASS,2–3,5162,0.0574085,interest-list-data-july-2024.xlsx
2024-07-01,CLASS,3–4,4383,0.048745,interest-list-data-july-2024.xlsx
2024-07-01,CLASS,4–5,4972,0.0552954,interest-list-data-july-2024.xlsx
2024-07-01,CLASS,5–6,5872,0.0653047,interest-list-data-july-2024.xlsx
2024-07-01,CLASS,6–7,6160,0.0685076,interest-list-data-july-2024.xlsx
2024-07-01,CLASS,7–8,5934,0.0659942,interest-list-data-july-2024.xlsx
2024-07-01,CLASS,8–9,5502,0.0611898,interest-list-data-july-2024.xlsx
2024-07-01,CLASS,9–10,4622,0.051403,interest-list-data-july-2024.xlsx
2024-07-01,DBMD,0–1,597,0.2797563,interest-list-data-july-2024.xlsx
2024-07-01,DBMD,1–2,377,0.1766635,interest-list-data-july-2024.xlsx
2024-07-01,DBMD,2–3,286,0.1340206,interest-list-data-july-2024.xlsx
2024-07-01,DBMD,3–4,258,0.1208997,interest-list-data-july-2024.xlsx
2024-07-01,DBMD,4–5,275,0.128866,interest-list-data-july-2024.xlsx
2024-07-01,DBMD,5–6,195,0.0913777,interest-list-data-july-2024.xlsx
2024-07-01,DBMD,6–7,143,0.0670103,interest-list-data-july-2024.xlsx
2024-07-01,DBMD,7–8,3,0.0014058,interest-list-data-july-2024.xlsx
2024-07-01,HCS,0–1,8586,0.0690498,interest-list-data-july-2024.xlsx
2024-07-01,HCS,10–11,6521,0.0524428,interest-list-data-july-2024.xlsx
2024-07-01,HCS,11–12,7257,0.0583618,interest-list-data-july-2024.xlsx
2024-07-01,HCS,12–13,7667,0.0616591,interest-list-data-july-2024.xlsx
2024-07-01,HCS,13–14,7671,0.0616913,interest-list-data-july-2024.xlsx
2024-07-01,HCS,14–15,7726,0.0621336,interest-list-data-july-2024.xlsx
2024-07-01,HCS,15–16,6311,0.050754,interest-list-data-july-2024.xlsx
2024-07-01,HCS,16–17,4204,0.0338092,interest-list-data-july-2024.xlsx
2024-07-01,HCS,1–2,7814,0.0628413,interest-list-data-july-2024.xlsx
2024-07-01,HCS,2–3,6717,0.0540191,interest-list-data-july-2024.xlsx
2024-07-01,HCS,3–4,6258,0.0503277,interest-list-data-july-2024.xlsx
2024-07-01,HCS,4–5,7132,0.0573565,interest-list-data-july-2024.xlsx
2024-07-01,HCS,5–6,8361,0.0672403,interest-list-data-july-2024.xlsx
2024-07-01,HCS,6–7,8430,0.0677952,interest-list-data-july-2024.xlsx
2024-07-01,HCS,7–8,8385,0.0674334,interest-list-data-july-2024.xlsx
2024-07-01,HCS,8–9,8133,0.0654067,interest-list-data-july-2024.xlsx
2024-07-01,HCS,9–10,7172,0.0576782,interest-list-data-july-2024.xlsx
2024-07-01,MDCP,0–1,3106,0.5369058,interest-list-data-july-2024.xlsx
2024-07-01,MDCP,1–2,2677,0.4627485,interest-list-data-july-2024.xlsx
2024-07-01,MDCP,3–4,1,0.0001729,interest-list-data-july-2024.xlsx
2024-07-01,MDCP,6–7,1,0.0001729,interest-list-data-july-2024.xlsx
2024-07-01,STAR_PLUS_HCBS,0–1,7288,0.951436,interest-list-data-july-2024.xlsx
2024-07-01,STAR_PLUS_HCBS,1–2,362,0.0472585,interest-list-data-july-2024.xlsx
2024-07-01,STAR_PLUS_HCBS,2–3,9,0.0011749,interest-list-data-july-2024.xlsx
2024-07-01,STAR_PLUS_HCBS,6–7,1,0.0001305,interest-list-data-july-2024.xlsx
2024-07-01,TXHML,0–1,8524,0.0762556,interest-list-data-july-2024.xlsx
2024-07-01,TXHML,10–11,6696,0.0599023,interest-list-data-july-2024.xlsx
2024-07-01,TXHML,11–12,7388,0.0660929,interest-list-data-july-2024.xlsx
2024-07-01,TXHML,12–13,7680,0.0687052,interest-list-data-july-2024.xlsx
2024-07-01,TXHML,13–14,7564,0.0676674,interest-list-data-july-2024.xlsx
2024-07-01,TXHML,14–15,4991,0.0446494,interest-list-data-july-2024.xlsx
2024-07-01,TXHML,1–2,7754,0.0693672,interest-list-data-july-2024.xlsx
2024-07-01,TXHML,2–3,6712,0.0600454,interest-list-data-july-2024.xlsx
2024-07-01,TXHML,3–4,6277,0.0561539,interest-list-data-july-2024.xlsx
2024-07-01,TXHML,4–5,7257,0.064921,interest-list-data-july-2024.xlsx
2024-07-01,TXHML,5–6,8544,0.0764345,interest-list-data-july-2024.xlsx
2024-07-01,TXHML,6–7,8620,0.0771144,interest-list-data-july-2024.xlsx
2024-07-01,TXHML,7–8,8607,0.0769981,interest-list-data-july-2024.xlsx
2024-07-01,TXHML,8–9,8272,0.0740012,interest-list-data-july-2024.xlsx
2024-07-01,TXHML,9–10,6896,0.0616915,interest-list-data-july-2024.xlsx
2024-08-01,CLASS,0–1,6555,0.0726066,interest-list-data-aug-2024.xlsx
2024-08-01,CLASS,10–11,4612,0.0510849,interest-list-data-aug-2024.xlsx
2024-08-01,CLASS,11–12,4876,0.0540091,interest-list-data-aug-2024.xlsx
2024-08-01,CLASS,12–13,5227,0.057897,interest-list-data-aug-2024.xlsx
2024-08-01,CLASS,13–14,6475,0.0717205,interest-list-data-aug-2024.xlsx
2024-08-01,CLASS,14–15,6401,0.0709009,interest-list-data-aug-2024.xlsx
2024-08-01,CLASS,15–16,5621,0.0622612,interest-list-data-aug-2024.xlsx
2024-08-01,CLASS,16–17,2141,0.0237148,interest-list-data-aug-2024.xlsx
2024-08-01,CLASS,1–2,5647,0.0625492,interest-list-data-aug-2024.xlsx
2024-08-01,CLASS,2–3,5242,0.0580632,interest-list-data-aug-2024.xlsx
2024-08-01,CLASS,3–4,4491,0.0497447,interest-list-data-aug-2024.xlsx
2024-08-01,CLASS,4–5,4724,0.0523255,interest-list-data-aug-2024.xlsx
2024-08-01,CLASS,5–6,5947,0.0658721,interest-list-data-aug-2024.xlsx
2024-08-01,CLASS,6–7,6035,0.0668468,interest-list-data-aug-2024.xlsx
2024-08-01,CLASS,7–8,6027,0.0667582,interest-list-data-aug-2024.xlsx
2024-08-01,CLASS,8–9,5592,0.0619399,interest-list-data-aug-2024.xlsx
2024-08-01,CLASS,9–10,4668,0.0517052,interest-list-data-aug-2024.xlsx
2024-08-01,DBMD,0–1,605,0.2786734,interest-list-data-aug-2024.xlsx
2024-08-01,DBMD,1–2,400,0.1842469,interest-list-data-aug-2024.xlsx
2024-08-01,DBMD,2–3,293,0.1349608,interest-list-data-aug-2024.xlsx
2024-08-01,DBMD,3–4,251,0.1156149,interest-list-data-aug-2024.xlsx
2024-08-01,DBMD,4–5,276,0.1271304,interest-list-data-aug-2024.xlsx
2024-08-01,DBMD,5–6,203,0.0935053,interest-list-data-aug-2024.xlsx
2024-08-01,DBMD,6–7,135,0.0621833,interest-list-data-aug-2024.xlsx
2024-08-01,DBMD,7–8,8,0.0036849,interest-list-data-aug-2024.xlsx
2024-08-01,HCS,0–1,8497,0.0682803,interest-list-data-aug-2024.xlsx
2024-08-01,HCS,10–11,6532,0.0524899,interest-list-data-aug-2024.xlsx
2024-08-01,HCS,11–12,7046,0.0566203,interest-list-data-aug-2024.xlsx
2024-08-01,HCS,12–13,7725,0.0620766,interest-list-data-aug-2024.xlsx
2024-08-01,HCS,13–14,7622,0.0612489,interest-list-data-aug-2024.xlsx
2024-08-01,HCS,14–15,7746,0.0622454,interest-list-data-aug-2024.xlsx
2024-08-01,HCS,15–16,6452,0.051847,interest-list-data-aug-2024.xlsx
2024-08-01,HCS,16–17,4364,0.0350683,interest-list-data-aug-2024.xlsx
2024-08-01,HCS,1–2,7863,0.0631856,interest-list-data-aug-2024.xlsx
2024-08-01,HCS,2–3,6847,0.0550212,interest-list-data-aug-2024.xlsx
2024-08-01,HCS,3–4,6279,0.0504568,interest-list-data-aug-2024.xlsx
2024-08-01,HCS,4–5,6939,0.0557605,interest-list-data-aug-2024.xlsx
2024-08-01,HCS,5–6,8295,0.066657,interest-list-data-aug-2024.xlsx
2024-08-01,HCS,6–7,8417,0.0676374,interest-list-data-aug-2024.xlsx
2024-08-01,HCS,7–8,8326,0.0669061,interest-list-data-aug-2024.xlsx
2024-08-01,HCS,8–9,8234,0.0661668,interest-list-data-aug-2024.xlsx
2024-08-01,HCS,9–10,7259,0.0583319,interest-list-data-aug-2024.xlsx
2024-08-01,MDCP,0–1,3195,0.5414337,interest-list-data-aug-2024.xlsx
2024-08-01,MDCP,1–2,2636,0.4467039,interest-list-data-aug-2024.xlsx
2024-08-01,MDCP,2–3,68,0.0115235,interest-list-data-aug-2024.xlsx
2024-08-01,MDCP,3–4,1,0.0001695,interest-list-data-aug-2024.xlsx
2024-08-01,MDCP,6–7,1,0.0001695,interest-list-data-aug-2024.xlsx
2024-08-01,STAR_PLUS_HCBS,0–1,9998,0.9520091,interest-list-data-aug-2024.xlsx
2024-08-01,STAR_PLUS_HCBS,1–2,485,0.0461817,interest-list-data-aug-2024.xlsx
2024-08-01,STAR_PLUS_HCBS,2–3,17,0.0016187,interest-list-data-aug-2024.xlsx
2024-08-01,STAR_PLUS_HCBS,3–4,1,9.52e-05,interest-list-data-aug-2024.xlsx
2024-08-01,STAR_PLUS_HCBS,6–7,1,9.52e-05,interest-list-data-aug-2024.xlsx
2024-08-01,TXHML,0–1,8442,0.0755768,interest-list-data-aug-2024.xlsx
2024-08-01,TXHML,10–11,6695,0.0599368,interest-list-data-aug-2024.xlsx
2024-08-01,TXHML,11–12,7183,0.0643056,interest-list-data-aug-2024.xlsx
2024-08-01,TXHML,12–13,7749,0.0693727,interest-list-data-aug-2024.xlsx
2024-08-01,TXHML,13–14,7530,0.0674121,interest-list-data-aug-2024.xlsx
2024-08-01,TXHML,14–15,5102,0.0456755,interest-list-data-aug-2024.xlsx
2024-08-01,TXHML,1–2,7797,0.0698024,interest-list-data-aug-2024.xlsx
2024-08-01,TXHML,2–3,6855,0.0613692,interest-list-data-aug-2024.xlsx
2024-08-01,TXHML,3–4,6289,0.0563021,interest-list-data-aug-2024.xlsx
2024-08-01,TXHML,4–5,7062,0.0632224,interest-list-data-aug-2024.xlsx
2024-08-01,TXHML,5–6,8475,0.0758722,interest-list-data-aug-2024.xlsx
2024-08-01,TXHML,6–7,8612,0.0770987,interest-list-data-aug-2024.xlsx
2024-08-01,TXHML,7–8,8528,0.0763467,interest-list-data-aug-2024.xlsx
2024-08-01,TXHML,8–9,8427,0.0754425,interest-list-data-aug-2024.xlsx
2024-08-01,TXHML,9–10,6955,0.0622644,interest-list-data-aug-2024.xlsx
2024-09-01,CLASS,0–1,6563,0.0724153,interest-list-data-sept-2024.xlsx
2024-09-01,CLASS,10–11,4605,0.050811,interest-list-data-sept-2024.xlsx
2024-09-01,CLASS,11–12,4836,0.0533598,interest-list-data-sept-2024.xlsx
2024-09-01,CLASS,12–13,5191,0.0572768,interest-list-data-sept-2024.xlsx
2024-09-01,CLASS,13–14,6342,0.0699768,interest-list-data-sept-2024.xlsx
2024-09-01,CLASS,14–15,6462,0.0713009,interest-list-data-sept-2024.xlsx
2024-09-01,CLASS,15–16,5700,0.0628931,interest-list-data-sept-2024.xlsx
2024-09-01,CLASS,16–17,2428,0.0267902,interest-list-data-sept-2024.xlsx
2024-09-01,CLASS,1–2,5708,0.0629814,interest-list-data-sept-2024.xlsx
2024-09-01,CLASS,2–3,5307,0.0585568,interest-list-data-sept-2024.xlsx
2024-09-01,CLASS,3–4,4551,0.0502152,interest-list-data-sept-2024.xlsx
2024-09-01,CLASS,4–5,4539,0.0500828,interest-list-data-sept-2024.xlsx
2024-09-01,CLASS,5–6,6024,0.0664681,interest-list-data-sept-2024.xlsx
2024-09-01,CLASS,6–7,5958,0.0657398,interest-list-data-sept-2024.xlsx
2024-09-01,CLASS,7–8,6082,0.067108,interest-list-data-sept-2024.xlsx
2024-09-01,CLASS,8–9,5597,0.0617566,interest-list-data-sept-2024.xlsx
2024-09-01,CLASS,9–10,4737,0.0522675,interest-list-data-sept-2024.xlsx
2024-09-01,DBMD,0–1,594,0.279661,interest-list-data-sept-2024.xlsx
2024-09-01,DBMD,1–2,435,0.2048023,interest-list-data-sept-2024.xlsx
2024-09-01,DBMD,2–3,299,0.1407721,interest-list-data-sept-2024.xlsx
2024-09-01,DBMD,3–4,241,0.1134652,interest-list-data-sept-2024.xlsx
2024-09-01,DBMD,4–5,281,0.1322976,interest-list-data-sept-2024.xlsx
2024-09-01,DBMD,5–6,207,0.0974576,interest-list-data-sept-2024.xlsx
2024-09-01,DBMD,6–7,67,0.0315443,interest-list-data-sept-2024.xlsx
2024-09-01,HCS,0–1,8441,0.0679832,interest-list-data-sept-2024.xlsx
2024-09-01,HCS,10–11,6558,0.0528177,interest-list-data-sept-2024.xlsx
2024-09-01,HCS,11–12,6970,0.0561359,interest-list-data-sept-2024.xlsx
2024-09-01,HCS,12–13,7621,0.061379,interest-list-data-sept-2024.xlsx
2024-09-01,HCS,13–14,7572,0.0609844,interest-list-data-sept-2024.xlsx
2024-09-01,HCS,14–15,7805,0.0628609,interest-list-data-sept-2024.xlsx
2024-09-01,HCS,15–16,6609,0.0532284,interest-list-data-sept-2024.xlsx
2024-09-01,HCS,16–17,4091,0.0329486,interest-list-data-sept-2024.xlsx
2024-09-01,HCS,1–2,7946,0.0639965,interest-list-data-sept-2024.xlsx
2024-09-01,HCS,2–3,6929,0.0558057,interest-list-data-sept-2024.xlsx
2024-09-01,HCS,3–4,6235,0.0502162,interest-list-data-sept-2024.xlsx
2024-09-01,HCS,4–5,6817,0.0549036,interest-list-data-sept-2024.xlsx
2024-09-01,HCS,5–6,8287,0.0667429,interest-list-data-sept-2024.xlsx
2024-09-01,HCS,6–7,8364,0.0673631,interest-list-data-sept-2024.xlsx
2024-09-01,HCS,7–8,8300,0.0668476,interest-list-data-sept-2024.xlsx
2024-09-01,HCS,8–9,8301,0.0668557,interest-list-data-sept-2024.xlsx
2024-09-01,HCS,9–10,7317,0.0589306,interest-list-data-sept-2024.xlsx
2024-09-01,MDCP,0–1,3301,0.5606318,interest-list-data-sept-2024.xlsx
2024-09-01,MDCP,1–2,2584,0.4388587,interest-list-data-sept-2024.xlsx
2024-09-01,MDCP,3–4,1,0.0001698,interest-list-data-sept-2024.xlsx
2024-09-01,MDCP,4–5,1,0.0001698,interest-list-data-sept-2024.xlsx
2024-09-01,MDCP,6–7,1,0.0001698,interest-list-data-sept-2024.xlsx
2024-09-01,STAR_PLUS_HCBS,0–1,7541,0.9997349,interest-list-data-sept-2024.xlsx
2024-09-01,STAR_PLUS_HCBS,1–2,2,0.0002651,interest-list-data-sept-2024.xlsx
2024-09-01,TXHML,0–1,8388,0.0750913,interest-list-data-sept-2024.xlsx
2024-09-01,TXHML,10–11,6716,0.0601232,interest-list-data-sept-2024.xlsx
2024-09-01,TXHML,11–12,7134,0.0638652,interest-list-data-sept-2024.xlsx
2024-09-01,TXHML,12–13,7639,0.0683861,interest-list-data-sept-2024.xlsx
2024-09-01,TXHML,13–14,7509,0.0672223,interest-list-data-sept-2024.xlsx
2024-09-01,TXHML,14–15,5314,0.0475722,interest-list-data-sept-2024.xlsx
2024-09-01,TXHML,1–2,7877,0.0705167,interest-list-data-sept-2024.xlsx
2024-09-01,TXHML,2–3,6924,0.0619852,interest-list-data-sept-2024.xlsx
2024-09-01,TXHML,3–4,6248,0.0559335,interest-list-data-sept-2024.xlsx
2024-09-01,TXHML,4–5,6920,0.0619494,interest-list-data-sept-2024.xlsx
2024-09-01,TXHML,5–6,8476,0.0758791,interest-list-data-sept-2024.xlsx
2024-09-01,TXHML,6–7,8560,0.0766311,interest-list-data-sept-2024.xlsx
2024-09-01,TXHML,7–8,8509,0.0761745,interest-list-data-sept-2024.xlsx
2024-09-01,TXHML,8–9,8484,0.0759507,interest-list-data-sept-2024.xlsx
2024-09-01,TXHML,9–10,7006,0.0627193,interest-list-data-sept-2024.xlsx
2024-10-01,CLASS,0–1,6731,0.0738259,interest-list-data-oct-2024.xlsx
2024-10-01,CLASS,10–11,4573,0.0501568,interest-list-data-oct-2024.xlsx
2024-10-01,CLASS,11–12,4804,0.0526905,interest-list-data-oct-2024.xlsx
2024-10-01,CLASS,12–13,5237,0.0574396,interest-list-data-oct-2024.xlsx
2024-10-01,CLASS,13–14,6160,0.0675631,interest-list-data-oct-2024.xlsx
2024-10-01,CLASS,14–15,6527,0.0715884,interest-list-data-oct-2024.xlsx
2024-10-01,CLASS,15–16,5700,0.0625178,interest-list-data-oct-2024.xlsx
2024-10-01,CLASS,16–17,2854,0.0313028,interest-list-data-oct-2024.xlsx
2024-10-01,CLASS,1–2,5748,0.0630443,interest-list-data-oct-2024.xlsx
2024-10-01,CLASS,2–3,5308,0.0582184,interest-list-data-oct-2024.xlsx
2024-10-01,CLASS,3–4,4686,0.0513962,interest-list-data-oct-2024.xlsx
2024-10-01,CLASS,4–5,4289,0.0470419,interest-list-data-oct-2024.xlsx
2024-10-01,CLASS,5–6,6079,0.0666747,interest-list-data-oct-2024.xlsx
2024-10-01,CLASS,6–7,5932,0.0650624,interest-list-data-oct-2024.xlsx
2024-10-01,CLASS,7–8,6187,0.0678593,interest-list-data-oct-2024.xlsx
2024-10-01,CLASS,8–9,5518,0.0605216,interest-list-data-oct-2024.xlsx
2024-10-01,CLASS,9–10,4841,0.0530963,interest-list-data-oct-2024.xlsx
2024-10-01,DBMD,0–1,634,0.2991977,interest-list-data-oct-2024.xlsx
2024-10-01,DBMD,1–2,452,0.2133082,interest-list-data-oct-2024.xlsx
2024-10-01,DBMD,2–3,300,0.1415762,interest-list-data-oct-2024.xlsx
2024-10-01,DBMD,3–4,238,0.1123171,interest-list-data-oct-2024.xlsx
2024-10-01,DBMD,4–5,286,0.1349693,interest-list-data-oct-2024.xlsx
2024-10-01,DBMD,5–6,209,0.0986314,interest-list-data-oct-2024.xlsx
2024-10-01,HCS,0–1,8386,0.0675321,interest-list-data-oct-2024.xlsx
2024-10-01,HCS,10–11,6619,0.0533025,interest-list-data-oct-2024.xlsx
2024-10-01,HCS,11–12,6806,0.0548084,interest-list-data-oct-2024.xlsx
2024-10-01,HCS,12–13,7649,0.0615971,interest-list-data-oct-2024.xlsx
2024-10-01,HCS,13–14,7636,0.0614924,interest-list-data-oct-2024.xlsx
2024-10-01,HCS,14–15,7775,0.0626117,interest-list-data-oct-2024.xlsx
2024-10-01,HCS,15–16,6671,0.0537213,interest-list-data-oct-2024.xlsx
2024-10-01,HCS,16–17,3974,0.0320024,interest-list-data-oct-2024.xlsx
2024-10-01,HCS,1–2,8140,0.0655511,interest-list-data-oct-2024.xlsx
2024-10-01,HCS,2–3,7063,0.056878,interest-list-data-oct-2024.xlsx
2024-10-01,HCS,3–4,6123,0.0493083,interest-list-data-oct-2024.xlsx
2024-10-01,HCS,4–5,6649,0.0535441,interest-list-data-oct-2024.xlsx
2024-10-01,HCS,5–6,8299,0.0668315,interest-list-data-oct-2024.xlsx
2024-10-01,HCS,6–7,8325,0.0670409,interest-list-data-oct-2024.xlsx
2024-10-01,HCS,7–8,8408,0.0677093,interest-list-data-oct-2024.xlsx
2024-10-01,HCS,8–9,8293,0.0667832,interest-list-data-oct-2024.xlsx
2024-10-01,HCS,9–10,7362,0.0592859,interest-list-data-oct-2024.xlsx
2024-10-01,MDCP,0–1,3478,0.5863115,interest-list-data-oct-2024.xlsx
2024-10-01,MDCP,1–2,2452,0.4133513,interest-list-data-oct-2024.xlsx
2024-10-01,MDCP,2–3,1,0.0001686,interest-list-data-oct-2024.xlsx
2024-10-01,MDCP,6–7,1,0.0001686,interest-list-data-oct-2024.xlsx
2024-10-01,STAR_PLUS_HCBS,0–1,5132,0.9994158,interest-list-data-oct-2024.xlsx
2024-10-01,STAR_PLUS_HCBS,1–2,3,0.0005842,interest-list-data-oct-2024.xlsx
2024-10-01,TXHML,0–1,8299,0.0741386,interest-list-data-oct-2024.xlsx
2024-10-01,TXHML,10–11,6766,0.0604436,interest-list-data-oct-2024.xlsx
2024-10-01,TXHML,11–12,6972,0.0622839,interest-list-data-oct-2024.xlsx
2024-10-01,TXHML,12–13,7686,0.0686624,interest-list-data-oct-2024.xlsx
2024-10-01,TXHML,13–14,7565,0.0675815,interest-list-data-oct-2024.xlsx
2024-10-01,TXHML,14–15,5491,0.0490535,interest-list-data-oct-2024.xlsx
2024-10-01,TXHML,1–2,8107,0.0724234,interest-list-data-oct-2024.xlsx
2024-10-01,TXHML,2–3,7024,0.0627485,interest-list-data-oct-2024.xlsx
2024-10-01,TXHML,3–4,6135,0.0548066,interest-list-data-oct-2024.xlsx
2024-10-01,TXHML,4–5,6755,0.0603454,interest-list-data-oct-2024.xlsx
2024-10-01,TXHML,5–6,8463,0.0756037,interest-list-data-oct-2024.xlsx
2024-10-01,TXHML,6–7,8518,0.076095,interest-list-data-oct-2024.xlsx
2024-10-01,TXHML,7–8,8618,0.0769884,interest-list-data-oct-2024.xlsx
2024-10-01,TXHML,8–9,8491,0.0758538,interest-list-data-oct-2024.xlsx
2024-10-01,TXHML,9–10,7049,0.0629718,interest-list-data-oct-2024.xlsx
2024-11-01,CLASS,0–1,6817,0.0744417,interest-list-data-nov-2024.xlsx
2024-11-01,CLASS,10–11,4547,0.0496533,interest-list-data-nov-2024.xlsx
2024-11-01,CLASS,11–12,4767,0.0520557,interest-list-data-nov-2024.xlsx
2024-11-01,CLASS,12–13,5161,0.0563582,interest-list-data-nov-2024.xlsx
2024-11-01,CLASS,13–14,6056,0.0661316,interest-list-data-nov-2024.xlsx
2024-11-01,CLASS,14–15,6616,0.0722468,interest-list-data-nov-2024.xlsx
2024-11-01,CLASS,15–16,5754,0.0628337,interest-list-data-nov-2024.xlsx
2024-11-01,CLASS,16–17,3095,0.0337974,interest-list-data-nov-2024.xlsx
2024-11-01,CLASS,1–2,5811,0.0634562,interest-list-data-nov-2024.xlsx
2024-11-01,CLASS,2–3,5327,0.0581709,interest-list-data-nov-2024.xlsx
2024-11-01,CLASS,3–4,4771,0.0520994,interest-list-data-nov-2024.xlsx
2024-11-01,CLASS,4–5,4171,0.0455474,interest-list-data-nov-2024.xlsx
2024-11-01,CLASS,5–6,6085,0.0664483,interest-list-data-nov-2024.xlsx
2024-11-01,CLASS,6–7,5875,0.0641551,interest-list-data-nov-2024.xlsx
2024-11-01,CLASS,7–8,6190,0.0675949,interest-list-data-nov-2024.xlsx
2024-11-01,CLASS,8–9,5567,0.0607917,interest-list-data-nov-2024.xlsx
2024-11-01,CLASS,9–10,4965,0.0542179,interest-list-data-nov-2024.xlsx
2024-11-01,DBMD,0–1,653,0.3133397,interest-list-data-nov-2024.xlsx
2024-11-01,DBMD,1–2,449,0.2154511,interest-list-data-nov-2024.xlsx
2024-11-01,DBMD,2–3,314,0.1506718,interest-list-data-nov-2024.xlsx
2024-11-01,DBMD,3–4,228,0.109405,interest-list-data-nov-2024.xlsx
2024-11-01,DBMD,4–5,281,0.1348369,interest-list-data-nov-2024.xlsx
2024-11-01,DBMD,5–6,159,0.0762956,interest-list-data-nov-2024.xlsx
2024-11-01,HCS,0–1,8428,0.0679387,interest-list-data-nov-2024.xlsx
2024-11-01,HCS,10–11,6574,0.0529935,interest-list-data-nov-2024.xlsx
2024-11-01,HCS,11–12,6759,0.0544848,interest-list-data-nov-2024.xlsx
2024-11-01,HCS,12–13,7624,0.0614576,interest-list-data-nov-2024.xlsx
2024-11-01,HCS,13–14,7567,0.0609981,interest-list-data-nov-2024.xlsx
2024-11-01,HCS,14–15,7797,0.0628522,interest-list-data-nov-2024.xlsx
2024-11-01,HCS,15–16,6838,0.0551216,interest-list-data-nov-2024.xlsx
2024-11-01,HCS,16–17,3688,0.0297292,interest-list-data-nov-2024.xlsx
2024-11-01,HCS,1–2,8219,0.0662539,interest-list-data-nov-2024.xlsx
2024-11-01,HCS,2–3,7112,0.0573303,interest-list-data-nov-2024.xlsx
2024-11-01,HCS,3–4,6178,0.0498013,interest-list-data-nov-2024.xlsx
2024-11-01,HCS,4–5,6464,0.0521068,interest-list-data-nov-2024.xlsx
2024-11-01,HCS,5–6,8334,0.067181,interest-list-data-nov-2024.xlsx
2024-11-01,HCS,6–7,8265,0.0666247,interest-list-data-nov-2024.xlsx
2024-11-01,HCS,7–8,8305,0.0669472,interest-list-data-nov-2024.xlsx
2024-11-01,HCS,8–9,8476,0.0683256,interest-list-data-nov-2024.xlsx
2024-11-01,HCS,9–10,7425,0.0598534,interest-list-data-nov-2024.xlsx
2024-11-01,MDCP,0–1,3633,0.6157627,interest-list-data-nov-2024.xlsx
2024-11-01,MDCP,1–2,2265,0.3838983,interest-list-data-nov-2024.xlsx
2024-11-01,MDCP,2–3,1,0.0001695,interest-list-data-nov-2024.xlsx
2024-11-01,MDCP,6–7,1,0.0001695,interest-list-data-nov-2024.xlsx
2024-11-01,STAR_PLUS_HCBS,0–1,2239,0.9968833,interest-list-data-nov-2024.xlsx
2024-11-01,STAR_PLUS_HCBS,1–2,7,0.0031167,interest-list-data-nov-2024.xlsx
2024-11-01,TXHML,0–1,8333,0.07436,interest-list-data-nov-2024.xlsx
2024-11-01,TXHML,10–11,6690,0.0596986,interest-list-data-nov-2024.xlsx
2024-11-01,TXHML,11–12,6921,0.0617599,interest-list-data-nov-2024.xlsx
2024-11-01,TXHML,12–13,7669,0.0684347,interest-list-data-nov-2024.xlsx
2024-11-01,TXHML,13–14,7509,0.067007,interest-list-data-nov-2024.xlsx
